id,title,author,year,year_original,resource_type,description,url,topics,language,journal,publisher,doi,pages,volume,issue,edition,editors,source_urls,record_status,extra_fields
reference-932,Needs assessment: A digest. review. and comparison of needs assessment literature. Performance,R. Watkins; D. Leigh; W. Platt; R. Kaufman,1998,1998,Journal article,,https://web.archive.org/web/20221006232555/https://na.weshareresearch.com/resources/single-record/?pdb=932,Articles and Chapters,en,Improvement Journal,,https://doi.org/10.1002/pfi.4140370711,40–53,37,7,,,https://web.archive.org/web/20221006232555/https://na.weshareresearch.com/resources/single-record/?pdb=932; https://web.archive.org/web/20241120084513/https://na.weshareresearch.com/resources/articles/?listpage=6&instance=1,Reference details recovered,"{""author_0_family"": ""Watkins"", ""author_0_given"": ""R."", ""issued_date_parts_0_0"": ""1998"", ""title"": ""Needs assessment: A digest. review. and comparison of needs assessment literature. Performance"", ""type"": ""article-journal"", ""journal"": ""Improvement Journal"", ""volume"": ""37"", ""issue"": ""7"", ""page"": ""40–53"", ""edition"": """", ""in_book"": """", ""publisher"": """", ""publisher_place"": """", ""doi"": ""https://doi.org/10.1002/pfi.4140370711"", ""url"": """", ""language"": ""en"", ""author_1_family"": ""Leigh"", ""author_1_given"": ""D."", ""author_2_family"": ""Platt"", ""author_2_given"": ""W."", ""author_3_family"": ""Kaufman"", ""author_3_given"": ""R."", ""author_4_family"": """", ""author_4_given"": """", ""editor_0_given"": """", ""editor_0_family"": """", ""issued_date_parts_0_1"": """", ""editor_1_family"": """", ""editor_1_given"": """", ""photo"": """"}"
reference-703,Needs assessment: A menu,Kaufman,1988,1988,Article/Chapter,,https://web.archive.org/web/20260101050202/https://na.weshareresearch.com/resources/single-record/?pdb=703,Articles and Chapters,,,,,,,,,,https://web.archive.org/web/20250112204813/https://na.weshareresearch.com/resources/articles/?listpage=9&instance=1,Listing only,
reference-874,Needs Assessment: A user's guide.,R. Kaufman; A. Rojas; H. Mayer,1993,1993,Book,,https://web.archive.org/web/20240302011846/https://na.weshareresearch.com/resources/single-record/?pdb=874,Books,en,,Educational Technology Publishers,,,,,,,https://web.archive.org/web/20240302011846/https://na.weshareresearch.com/resources/single-record/?pdb=874; https://web.archive.org/web/20240526083400/https://na.weshareresearch.com/resources/books/?listpage=2&instance=1,Reference details recovered,"{""author_0_family"": ""Kaufman"", ""author_0_given"": ""R."", ""issued_date_parts_0_0"": ""1993"", ""title"": ""Needs Assessment: A user's guide."", ""type"": ""book"", ""journal"": """", ""volume"": """", ""issue"": """", ""page"": """", ""edition"": """", ""in_book"": """", ""publisher"": ""Educational Technology Publishers"", ""publisher_place"": ""Englewood Cliffs, NJ."", ""doi"": """", ""url"": """", ""language"": ""en"", ""author_1_family"": ""Rojas"", ""author_1_given"": ""A."", ""author_2_family"": ""Mayer"", ""author_2_given"": ""H."", ""author_3_family"": """", ""author_3_given"": """", ""author_4_family"": """", ""author_4_given"": """", ""editor_0_given"": """", ""editor_0_family"": """", ""issued_date_parts_0_1"": """", ""editor_1_family"": """", ""editor_1_given"": """", ""photo"": """"}"
reference-656,Needs Assessment: An Array of Possibilities,L.D. DeSilets,2007,2007,Journal article,,http://web.archive.org/web/20220813053725/https://na.weshareresearch.com/resources/single-record/?pdb=656,Articles and Chapters,en,The Journal of Continuing Education in Nursing,,https://doi.org/10.3928/00220124-20070501-05,107–112,38,3,,,http://web.archive.org/web/20220813053725/https://na.weshareresearch.com/resources/single-record/?pdb=656; https://web.archive.org/web/20250218200328/https://na.weshareresearch.com/resources/articles/?listpage=4&instance=1,Reference details recovered,"{""author_0_family"": ""DeSilets"", ""author_0_given"": ""L.D."", ""issued_date_parts_0_0"": ""2007"", ""title"": ""Needs Assessment: An Array of Possibilities"", ""type"": ""article-journal"", ""journal"": ""The Journal of Continuing Education in Nursing"", ""volume"": ""38"", ""issue"": ""3"", ""page"": ""107–112"", ""edition"": """", ""in_book"": """", ""publisher"": """", ""publisher_place"": """", ""doi"": ""https://doi.org/10.3928/00220124-20070501-05"", ""url"": """", ""language"": ""en"", ""author_1_family"": """", ""author_1_given"": """", ""author_2_family"": """", ""author_2_given"": """", ""author_3_family"": """", ""author_3_given"": """", ""author_4_family"": """", ""author_4_given"": """", ""editor_0_given"": """", ""editor_0_family"": """", ""issued_date_parts_0_1"": """", ""editor_1_family"": """", ""editor_1_given"": """", ""photo"": """"}"
reference-873,Needs assessment: Concept and Application,R. Kaufman; FW English,1979,1979,Book,,https://web.archive.org/web/20230204225443/https://na.weshareresearch.com/resources/single-record/?pdb=873,Books,en,,Educational Technology Publications,,,,,,,https://web.archive.org/web/20230204225443/https://na.weshareresearch.com/resources/single-record/?pdb=873; https://web.archive.org/web/20240526083400/https://na.weshareresearch.com/resources/books/?listpage=2&instance=1,Reference details recovered,"{""author_0_family"": ""Kaufman"", ""author_0_given"": ""R."", ""issued_date_parts_0_0"": ""1979"", ""title"": ""Needs assessment: Concept and Application"", ""type"": ""book"", ""journal"": """", ""volume"": """", ""issue"": """", ""page"": """", ""edition"": """", ""in_book"": """", ""publisher"": ""Educational Technology Publications"", ""publisher_place"": ""Englewood Cliffs, NJ"", ""doi"": """", ""url"": """", ""language"": ""en"", ""author_1_family"": ""English"", ""author_1_given"": ""FW"", ""author_2_family"": """", ""author_2_given"": """", ""author_3_family"": """", ""author_3_given"": """", ""author_4_family"": """", ""author_4_given"": """", ""editor_0_given"": """", ""editor_0_family"": """", ""issued_date_parts_0_1"": """", ""editor_1_family"": """", ""editor_1_given"": """", ""photo"": """"}"
reference-805,Needs assessment: From theory to practice,A. Stevens; S. Gillam,1998,1998,Journal article,,https://web.archive.org/web/20221007001941/https://na.weshareresearch.com/resources/single-record/?pdb=805,Articles and Chapters,en,British Medi- cal Journal,,https://doi.org/10.1136/bmj.316.7142.1448,1448–1452,316,,,,https://web.archive.org/web/20221007001941/https://na.weshareresearch.com/resources/single-record/?pdb=805; https://web.archive.org/web/20241120084513/https://na.weshareresearch.com/resources/articles/?listpage=6&instance=1,Reference details recovered,"{""author_0_family"": ""Stevens"", ""author_0_given"": ""A."", ""issued_date_parts_0_0"": ""1998"", ""title"": ""Needs assessment: From theory to practice"", ""type"": ""article-journal"", ""journal"": ""British Medi- cal Journal"", ""volume"": ""316"", ""issue"": """", ""page"": ""1448–1452"", ""edition"": """", ""in_book"": """", ""publisher"": """", ""publisher_place"": """", ""doi"": ""https://doi.org/10.1136/bmj.316.7142.1448"", ""url"": """", ""language"": ""en"", ""author_1_family"": ""Gillam"", ""author_1_given"": ""S."", ""author_2_family"": """", ""author_2_given"": """", ""author_3_family"": """", ""author_3_given"": """", ""author_4_family"": """", ""author_4_given"": """", ""editor_0_given"": """", ""editor_0_family"": """", ""issued_date_parts_0_1"": """", ""editor_1_family"": """", ""editor_1_given"": """", ""photo"": """"}"
reference-699,Needs assessment: Internal and external,R. Kaufman,1977,1977,Journal article,,https://web.archive.org/web/20250112204642/https://na.weshareresearch.com/resources/single-record/?pdb=699,Articles and Chapters,pt,Journal of Instructional Development,,https://doi.org/10.1891/9780826174420.0003,,1,1,5-8.  (Also reprint,,https://web.archive.org/web/20241214005301/https://na.weshareresearch.com/resources/articles/?listpage=10&instance=1; https://web.archive.org/web/20250112204642/https://na.weshareresearch.com/resources/single-record/?pdb=699,Reference details recovered,"{""author_0_family"": ""Kaufman"", ""author_0_given"": ""R."", ""issued_date_parts_0_0"": ""1977"", ""title"": ""Needs assessment: Internal and external"", ""type"": ""article-journal"", ""journal"": ""Journal of Instructional Development"", ""volume"": ""1"", ""issue"": ""1"", ""page"": """", ""edition"": ""5-8.  (Also reprint"", ""in_book"": """", ""publisher"": """", ""publisher_place"": """", ""doi"": ""https://doi.org/10.1891/9780826174420.0003"", ""url"": """", ""language"": ""pt"", ""author_1_family"": """", ""author_1_given"": """", ""author_2_family"": """", ""author_2_given"": """", ""author_3_family"": """", ""author_3_given"": """", ""author_4_family"": """", ""author_4_given"": """", ""editor_0_given"": """", ""editor_0_family"": """", ""issued_date_parts_0_1"": """", ""editor_1_family"": """", ""editor_1_given"": """", ""photo"": """"}"
reference-883,Needs Assessment: Pocket guide to social work research methods,D. Royse; M. Staton-Tindall; K. Badger; J. Webster,2009,2009,Book,,https://web.archive.org/web/20250218193709/https://na.weshareresearch.com/resources/single-record/?pdb=883,Books,en,,Oxford University Press,,,,,,,https://web.archive.org/web/20230204223723/https://na.weshareresearch.com/resources/books/?listpage=1&instance=1; https://web.archive.org/web/20240714205040/https://na.weshareresearch.com/resources/books/; https://web.archive.org/web/20250218193709/https://na.weshareresearch.com/resources/single-record/?pdb=883,Reference details recovered,"{""author_0_family"": ""Royse"", ""author_0_given"": ""D."", ""issued_date_parts_0_0"": ""2009"", ""title"": ""Needs Assessment: Pocket guide to social work research methods"", ""type"": ""book"", ""journal"": """", ""volume"": """", ""issue"": """", ""page"": """", ""edition"": """", ""in_book"": """", ""publisher"": ""Oxford University Press"", ""publisher_place"": ""New York"", ""doi"": """", ""url"": """", ""language"": ""en"", ""author_1_family"": ""Staton-Tindall"", ""author_1_given"": ""M."", ""author_2_family"": ""Badger"", ""author_2_given"": ""K."", ""author_3_family"": ""Webster"", ""author_3_given"": ""J."", ""author_4_family"": """", ""author_4_given"": """", ""editor_0_given"": """", ""editor_0_family"": """", ""issued_date_parts_0_1"": """", ""editor_1_family"": """", ""editor_1_given"": """", ""photo"": """"}"
reference-663,Needs assessment: The perspective from the public sector,Engle,2014,2014,Article/Chapter,,https://web.archive.org/web/20260101050202/https://na.weshareresearch.com/resources/single-record/?pdb=663,Articles and Chapters,,,,,,,,,,https://web.archive.org/web/20250515121932/https://na.weshareresearch.com/resources/articles/?listpage=2&instance=1,Listing only,
reference-862,Needs assessment: Theory and methods,Johnson,1987,1987,Book,,https://web.archive.org/web/20260101050202/https://na.weshareresearch.com/resources/single-record/?pdb=862,Books,,,,,,,,,,https://web.archive.org/web/20240526083400/https://na.weshareresearch.com/resources/books/?listpage=2&instance=1,Listing only,
reference-755,Needs Assessments and Business Case Analysis for Technology Investment Decisions. Government,Miranda,2002,2002,Article/Chapter,,https://web.archive.org/web/20260101050202/https://na.weshareresearch.com/resources/single-record/?pdb=755,Articles and Chapters,,,,,,,,,,https://web.archive.org/web/20240526084808/https://na.weshareresearch.com/resources/articles/?listpage=5&instance=1,Listing only,
reference-834,Needs assessments in the private sector,J. Wedman,2014,2014,Journal article,,http://web.archive.org/web/20250427010646/https://na.weshareresearch.com/resources/single-record/?pdb=834,Articles and Chapters,en,New Directions for Evaluation,,https://doi.org/10.1002/ev.20102,47–60,144,,,Altschuld J.W.; R. Watkins,http://web.archive.org/web/20250427010646/https://na.weshareresearch.com/resources/single-record/?pdb=834; http://web.archive.org/web/20250624202927/https://na.weshareresearch.com/resources/articles/; https://web.archive.org/web/20240714201309/https://na.weshareresearch.com/resources/articles/?listpage=1&instance=1,Reference details recovered,"{""author_0_family"": ""Wedman"", ""author_0_given"": ""J."", ""issued_date_parts_0_0"": ""2014"", ""title"": ""Needs assessments in the private sector"", ""type"": ""article-journal"", ""journal"": ""New Directions for Evaluation"", ""volume"": ""144"", ""issue"": """", ""page"": ""47–60"", ""edition"": """", ""in_book"": """", ""publisher"": """", ""publisher_place"": """", ""doi"": ""https://doi.org/10.1002/ev.20102"", ""url"": """", ""language"": ""en"", ""author_1_family"": """", ""author_1_given"": """", ""author_2_family"": """", ""author_2_given"": """", ""author_3_family"": """", ""author_3_given"": """", ""author_4_family"": """", ""author_4_given"": """", ""editor_0_given"": ""Altschuld"", ""editor_0_family"": ""J.W."", ""issued_date_parts_0_1"": """", ""editor_1_family"": ""Watkins"", ""editor_1_given"": ""R."", ""photo"": """"}"
reference-732,Needs assessments to determine training requirements,Lepicki,2014,2014,Article/Chapter,,https://web.archive.org/web/20260101050202/https://na.weshareresearch.com/resources/single-record/?pdb=732,Articles and Chapters,,,,,,,,,,https://web.archive.org/web/20250515121932/https://na.weshareresearch.com/resources/articles/?listpage=2&instance=1,Listing only,
reference-885,Needs Assessments: A multidisciplinary approach,F.I. Soriano,1995,1995,Book,,http://web.archive.org/web/20230204214935/https://na.weshareresearch.com/resources/single-record/?pdb=885,Books,en,,"Sage Publications, Inc",,,,,,,http://web.archive.org/web/20230204214935/https://na.weshareresearch.com/resources/single-record/?pdb=885; https://web.archive.org/web/20240526083400/https://na.weshareresearch.com/resources/books/?listpage=2&instance=1,Reference details recovered,"{""author_0_family"": ""Soriano"", ""author_0_given"": ""F.I."", ""issued_date_parts_0_0"": ""1995"", ""title"": ""Needs Assessments: A multidisciplinary approach"", ""type"": ""book"", ""journal"": """", ""volume"": """", ""issue"": """", ""page"": """", ""edition"": """", ""in_book"": """", ""publisher"": ""Sage Publications, Inc"", ""publisher_place"": ""Thousand Oaks, CA"", ""doi"": """", ""url"": """", ""language"": ""en"", ""author_1_family"": """", ""author_1_given"": """", ""author_2_family"": """", ""author_2_given"": """", ""author_3_family"": """", ""author_3_given"": """", ""author_4_family"": """", ""author_4_given"": """", ""editor_0_given"": """", ""editor_0_family"": """", ""issued_date_parts_0_1"": """", ""editor_1_family"": """", ""editor_1_given"": """", ""photo"": """"}"
reference-771,Needs assessments: An integrated assignment in civic service,Norris,2009,2009,Article/Chapter,,https://web.archive.org/web/20260101050202/https://na.weshareresearch.com/resources/single-record/?pdb=771,Articles and Chapters,,,,,,,,,,https://web.archive.org/web/20250426230749/https://na.weshareresearch.com/resources/articles/?listpage=3&instance=1,Listing only,
